Row_ID,Observer,Site,Date,Time,Weather,General Comments,Period_Count,Sex,Age,Group,Traveler,Sidewalk,Bike_Lane_With,Bike_Lane_Against,Street_With_Traffic,Street_Against_Traffic,Comments,Not_Recommended,Infrastructure_Crossed
229,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,127,m,a,n,c,0,0,0,1,0,,1,0
231,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,129,m,a,n,w,0,0,0,0,1,,1,0
233,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,131,f,a,n,c,0,1,0,0,0,,0,0
234,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,132,m,a,y,c,0,1,0,0,0,,0,0
235,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,133,f,a,y,c,0,1,0,0,0,,0,0
236,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,134,m,a,n,c,0,1,0,0,0,,0,0
238,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,136,m,a,n,c,0,1,0,0,0,,0,0
239,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,137,f,a,n,c,0,1,0,0,0,,0,0
240,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,138,m,a,y,w,0,0,0,1,0,,1,0
241,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,139,f,a,y,w,0,0,0,1,0,,1,0
243,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,141,f,a,n,c,0,1,0,0,0,,0,0
244,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,142,m,a,n,c,0,1,0,0,0,,0,0
245,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,143,m,a,n,c,0,0,0,1,0,,1,0
246,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,144,m,a,y,w,0,1,0,0,0,,1,0
247,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,145,f,a,y,w,0,1,0,0,0,,1,0
249,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,147,m,a,y,w,1,0,0,0,0,,0,0
250,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,148,m,a,n,w,1,0,0,0,0,,0,0
251,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,149,m,a,y,c,0,0,0,1,0,,1,0
252,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,150,f,a,y,c,0,0,0,1,0,,1,0
253,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,151,f,a,y,c,0,0,0,1,0,,1,0
254,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,152,m,a,n,c,0,1,0,0,0,,0,0
255,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,153,m,a,n,e,0,0,1,0,0,,1,0
257,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,155,f,a,y,c,0,1,0,0,0,,0,0
258,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,156,m,a,y,c,0,1,0,0,0,,0,0
260,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,158,f,a,y,c,0,1,0,0,0,,0,0
261,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,159,m,a,y,c,0,1,0,0,0,,0,0
262,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,160,m,a,n,c,0,0,0,1,0,,1,0
263,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,161,f,a,y,c,0,1,0,0,0,,0,0
264,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,162,f,a,y,c,0,1,0,0,0,,0,0
265,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,163,m,a,n,c,0,0,0,1,0,,1,0
266,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,164,f,a,n,r,0,1,0,0,0,,1,0
267,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,165,m,a,n,w,0,1,0,0,0,,1,0
268,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,166,m,a,n,c,0,0,0,1,0,,1,0
269,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,167,m,a,n,c,0,0,0,1,0,,1,0
270,KL,E 4th St,4/24/21,Noon,Sunny,75F,1,m,a,n,dw,1,0,0,0,0,,0,0
271,KL,E 4th St,4/24/21,Noon,Sunny,75F,2,m,a,y,w,0,1,0,0,0,,1,0
272,KL,E 4th St,4/24/21,Noon,Sunny,75F,3,f,a,y,w,0,1,0,0,0,,1,0
273,KL,E 4th St,4/24/21,Noon,Sunny,75F,4,m,a,y,c,0,1,0,0,0,,0,0
275,KL,E 4th St,4/24/21,Noon,Sunny,75F,6,m,a,n,r,1,0,0,0,0,,0,0
276,KL,E 4th St,4/24/21,Noon,Sunny,75F,7,m,a,y,w,1,0,0,0,0,,0,0
277,KL,E 4th St,4/24/21,Noon,Sunny,75F,8,f,a,y,w,0,1,0,0,0,,1,0
278,KL,E 4th St,4/24/21,Noon,Sunny,75F,9,m,a,y,w,0,1,0,0,0,,1,0
280,KL,E 4th St,4/24/21,Noon,Sunny,75F,11,m,a,y,e,0,1,0,0,0,,0,0
282,KL,E 4th St,4/24/21,Noon,Sunny,75F,13,m,a,n,c,0,0,0,0,1,,1,0
283,KL,E 4th St,4/24/21,Noon,Sunny,75F,14,f,a,n,w,1,0,0,0,0,,0,0
284,KL,E 4th St,4/24/21,Noon,Sunny,75F,15,m,a,y,c,0,1,0,0,0,,0,0
285,KL,E 4th St,4/24/21,Noon,Sunny,75F,16,m,a,y,c,0,1,0,0,0,,0,0
286,KL,E 4th St,4/24/21,Noon,Sunny,75F,17,m,a,y,c,0,1,0,0,0,,0,0
287,KL,E 4th St,4/24/21,Noon,Sunny,75F,18,f,a,y,c,0,1,0,0,0,,0,0
288,KL,E 4th St,4/24/21,Noon,Sunny,75F,19,f,a,y,c,0,1,0,0,0,,0,0
289,KL,E 4th St,4/24/21,Noon,Sunny,75F,20,f,a,y,c,0,1,0,0,0,,0,0
290,KL,E 4th St,4/24/21,Noon,Sunny,75F,21,m,a,y,e,0,0,0,1,0,,1,0
291,KL,E 4th St,4/24/21,Noon,Sunny,75F,22,m,a,y,c,0,0,0,1,0,,1,0
293,KL,E 4th St,4/24/21,Noon,Sunny,75F,24,f,a,n,w,1,0,0,0,0,,0,0
295,KL,E 4th St,4/24/21,Noon,Sunny,75F,26,f,a,n,c,1,0,0,0,0,,1,0
296,KL,E 4th St,4/24/21,Noon,Sunny,75F,27,m,a,n,c,0,1,0,0,0,,0,0
298,KL,E 4th St,4/24/21,Noon,Sunny,75F,29,m,a,y,c,0,0,0,1,0,,1,0
299,KL,E 4th St,4/24/21,Noon,Sunny,75F,30,m,a,y,c,0,1,0,0,0,,0,0
301,KL,E 4th St,4/24/21,Noon,Sunny,75F,32,m,a,y,c,0,1,0,0,0,,0,0
302,KL,E 4th St,4/24/21,Noon,Sunny,75F,33,m,a,y,w,1,0,0,0,0,,0,0
303,KL,E 4th St,4/24/21,Noon,Sunny,75F,34,f,a,y,w,1,0,0,0,0,,0,0
304,KL,E 4th St,4/24/21,Noon,Sunny,75F,35,f,a,y,w,0,0,1,0,0,,1,0
305,KL,E 4th St,4/24/21,Noon,Sunny,75F,36,f,a,y,w,0,1,0,0,0,,1,0
306,KL,E 4th St,4/24/21,Noon,Sunny,75F,37,f,a,y,w,0,0,1,0,0,,1,0
307,KL,E 4th St,4/24/21,Noon,Sunny,75F,38,f,a,y,w,0,0,1,0,0,,1,0
308,KL,E 4th St,4/24/21,Noon,Sunny,75F,39,f,a,y,w,1,0,0,0,0,,0,0
310,KL,E 4th St,4/24/21,Noon,Sunny,75F,41,m,a,y,w,0,0,1,0,0,,1,0
312,KL,E 4th St,4/24/21,Noon,Sunny,75F,43,m,a,y,w,0,0,1,0,0,,1,0
315,KL,E 4th St,4/24/21,Noon,Sunny,75F,46,m,a,y,w,0,0,1,0,0,,1,0
317,KL,E 4th St,4/24/21,Noon,Sunny,75F,48,m,a,y,c,0,0,0,1,0,,1,0
318,KL,E 4th St,4/24/21,Noon,Sunny,75F,49,f,a,y,c,0,0,0,1,0,,1,0
319,KL,E 4th St,4/24/21,Noon,Sunny,75F,50,m,a,y,c,0,1,0,0,0,,0,0
320,KL,E 4th St,4/24/21,Noon,Sunny,75F,51,f,a,y,c,0,1,0,0,0,,0,0
322,KL,E 4th St,4/24/21,Noon,Sunny,75F,53,m,a,n,c,0,1,0,0,0,,0,0
323,KL,E 4th St,4/24/21,Noon,Sunny,75F,54,m,a,n,w,1,0,0,0,0,,0,0
324,KL,E 4th St,4/24/21,Noon,Sunny,75F,55,m,a,n,w,1,0,0,0,0,,0,0
325,KL,E 4th St,4/24/21,Noon,Sunny,75F,56,m,a,y,w,1,0,0,0,0,,0,0
326,KL,E 4th St,4/24/21,Noon,Sunny,75F,57,f,a,y,w,1,0,0,0,0,,0,0
328,KL,E 4th St,4/24/21,Noon,Sunny,75F,59,f,a,y,c,0,1,0,0,0,,0,0
329,KL,E 4th St,4/24/21,Noon,Sunny,75F,60,m,a,y,c,0,0,1,0,0,,1,0
330,KL,E 4th St,4/24/21,Noon,Sunny,75F,61,f,a,y,c,0,1,0,0,0,,0,0
331,KL,E 4th St,4/24/21,Noon,Sunny,75F,62,m,a,n,e,0,1,0,0,0,,0,0
332,KL,E 4th St,4/24/21,Noon,Sunny,75F,63,f,a,n,w,1,0,0,0,0,,0,0
333,KL,E 4th St,4/24/21,Noon,Sunny,75F,64,m,a,n,c,0,1,0,0,0,,0,0
334,KL,E 4th St,4/24/21,Noon,Sunny,75F,65,f,a,y,w,1,0,0,0,0,,0,0
335,KL,E 4th St,4/24/21,Noon,Sunny,75F,66,f,a,y,w,1,0,0,0,0,,0,0
336,KL,E 4th St,4/24/21,Noon,Sunny,75F,67,f,a,n,r,0,1,0,0,0,,1,0
337,KL,E 4th St,4/24/21,Noon,Sunny,75F,68,m,a,n,c,0,1,0,0,0,,0,0
338,KL,E 4th St,4/24/21,Noon,Sunny,75F,69,m,a,n,c,0,0,0,1,0,,1,0
339,KL,E 4th St,4/24/21,Noon,Sunny,75F,70,m,a,n,c,0,1,0,0,0,,0,0
341,KL,E 4th St,4/24/21,Noon,Sunny,75F,72,m,a,y,c,0,0,0,1,0,,1,0
342,KL,E 4th St,4/24/21,Noon,Sunny,75F,73,m,a,y,c,0,0,0,1,0,,1,0
343,KL,E 4th St,4/24/21,Noon,Sunny,75F,74,f,a,y,e,0,1,0,0,0,,0,0
345,KL,E 4th St,4/24/21,Noon,Sunny,75F,76,m,a,n,c,0,1,0,0,0,,0,0
346,KL,E 4th St,4/24/21,Noon,Sunny,75F,77,m,a,n,c,0,0,0,1,0,,1,0
347,KL,E 4th St,4/24/21,Noon,Sunny,75F,78,m,a,n,c,0,1,0,0,0,,0,0
348,KL,E 4th St,4/24/21,Noon,Sunny,75F,79,f,a,y,w,1,0,0,0,0,,0,0
350,KL,E 4th St,4/24/21,Noon,Sunny,75F,81,m,a,y,c,0,1,0,0,0,,0,0
351,KL,E 4th St,4/24/21,Noon,Sunny,75F,82,f,a,y,c,0,1,0,0,0,,0,0
352,KL,E 4th St,4/24/21,Noon,Sunny,75F,83,m,a,y,w,1,0,0,0,0,,0,0
354,KL,E 4th St,4/24/21,Noon,Sunny,75F,85,m,a,n,c,0,1,0,0,0,,0,0
356,KL,E 4th St,4/24/21,Noon,Sunny,75F,87,f,a,y,e,0,0,1,0,0,,1,0
357,KL,E 4th St,4/24/21,Noon,Sunny,75F,88,f,a,y,e,1,0,0,0,0,,1,0
358,KL,E 4th St,4/24/21,Noon,Sunny,75F,89,m,a,y,c,0,1,0,0,0,,0,0
359,KL,E 4th St,4/24/21,Noon,Sunny,75F,90,f,a,y,c,0,0,1,0,0,,1,0
360,KL,E 4th St,4/24/21,Noon,Sunny,75F,91,m,a,n,r,0,0,0,0,1,,1,0
361,KL,E 4th St,4/24/21,Noon,Sunny,75F,92,m,a,n,c,0,1,0,0,0,,0,0
362,KL,E 4th St,4/24/21,Noon,Sunny,75F,93,m,a,n,c,0,1,0,0,0,,0,0
363,KL,E 4th St,4/24/21,Noon,Sunny,75F,94,m,a,n,dw,1,0,0,0,0,,0,0
364,KL,E 4th St,4/24/21,Noon,Sunny,75F,95,m,a,y,c,0,0,1,0,0,,1,0
365,KL,E 4th St,4/24/21,Noon,Sunny,75F,96,m,a,y,c,0,1,0,0,0,,0,0
366,KL,E 4th St,4/24/21,Noon,Sunny,75F,97,f,a,n,w,1,0,0,0,0,,0,0
367,KL,E 4th St,4/24/21,Noon,Sunny,75F,98,m,a,n,c,0,1,0,0,0,,0,0
368,KL,E 4th St,4/24/21,Noon,Sunny,75F,99,m,a,n,c,0,1,0,0,0,,0,0
369,KL,E 4th St,4/24/21,Noon,Sunny,75F,100,m,a,y,c,0,0,1,0,0,,1,0
370,KL,E 4th St,4/24/21,Noon,Sunny,75F,101,f,a,y,c,0,1,0,0,0,,0,0
371,KL,E 4th St,4/24/21,Noon,Sunny,75F,102,m,a,y,c,0,1,0,0,0,,0,0
374,KL,E 4th St,4/24/21,Noon,Sunny,75F,105,f,a,y,e,0,1,0,0,0,,0,0
375,KL,E 4th St,4/24/21,Noon,Sunny,75F,106,m,a,n,c,0,0,0,1,0,,1,0
376,KL,E 4th St,4/24/21,Noon,Sunny,75F,107,m,a,y,c,0,0,1,0,0,,1,0
377,KL,E 4th St,4/24/21,Noon,Sunny,75F,108,m,a,y,c,0,1,0,0,0,,0,0
378,KL,E 4th St,4/24/21,Noon,Sunny,75F,109,m,a,n,w,1,0,0,0,0,,0,0
379,KL,E 4th St,4/24/21,Noon,Sunny,75F,110,f,a,n,dw,1,0,0,0,0,,0,0
380,KL,E 4th St,4/24/21,Noon,Sunny,75F,111,f,a,n,c,0,0,0,1,0,,1,0
381,KL,E 4th St,4/24/21,Noon,Sunny,75F,112,f,a,n,c,0,1,0,0,0,,0,0
384,KL,E 4th St,4/24/21,Noon,Sunny,75F,115,m,a,n,c,0,0,0,1,0,,1,0
386,KL,E 4th St,4/24/21,Noon,Sunny,75F,117,f,a,n,c,0,0,0,1,0,,1,0
389,KL,E 4th St,4/24/21,Noon,Sunny,75F,120,m,a,n,c,0,1,0,0,0,,0,0
390,KL,E 4th St,4/24/21,Noon,Sunny,75F,121,f,a,y,w,1,0,0,0,0,,0,0
391,KL,E 4th St,4/24/21,Noon,Sunny,75F,122,m,a,y,w,1,0,0,0,0,,0,0
392,KL,E 4th St,4/24/21,Noon,Sunny,75F,123,f,a,n,c,0,1,0,0,0,,0,0
393,KL,E 4th St,4/24/21,Noon,Sunny,75F,124,m,a,n,c,0,1,0,0,0,,0,0
396,KL,E 4th St,4/24/21,Noon,Sunny,75F,127,m,a,n,c,0,1,0,0,0,,0,0
399,KL,E 4th St,4/24/21,Noon,Sunny,75F,130,m,a,n,e,0,0,0,0,1,,1,0
400,KL,E 4th St,4/24/21,Noon,Sunny,75F,131,m,a,n,c,0,1,0,0,0,,0,0
401,KL,E 4th St,4/24/21,Noon,Sunny,75F,132,m,a,n,c,0,1,0,0,0,,0,0
403,KL,E 4th St,4/24/21,Noon,Sunny,75F,134,m,a,y,w,1,0,0,0,0,,0,0
404,KL,E 4th St,4/24/21,Noon,Sunny,75F,135,f,a,y,w,1,0,0,0,0,,0,0
405,KL,E 4th St,4/24/21,Noon,Sunny,75F,136,m,a,n,c,0,1,0,0,0,,0,0
406,KL,E 4th St,4/24/21,Noon,Sunny,75F,137,m,a,y,e,0,1,0,0,0,,0,0
407,KL,E 4th St,4/24/21,Noon,Sunny,75F,138,f,a,y,e,0,1,0,0,0,,0,0
408,KL,E 4th St,4/24/21,Noon,Sunny,75F,139,f,a,y,e,0,1,0,0,0,,0,0
409,KL,E 4th St,4/24/21,Noon,Sunny,75F,140,m,a,n,c,0,1,0,0,0,,0,0
410,KL,E 4th St,4/24/21,Noon,Sunny,75F,141,m,a,n,c,0,0,0,1,0,,1,0
411,KL,E 4th St,4/24/21,Noon,Sunny,75F,142,m,a,n,c,0,1,0,0,0,,0,0
413,KL,E 4th St,4/24/21,Noon,Sunny,75F,144,m,a,n,c,0,1,0,0,0,,0,0
418,KL,E 4th St,4/24/21,Noon,Sunny,75F,149,m,a,y,w,0,0,1,0,0,,1,0
420,KL,E 4th St,4/24/21,Noon,Sunny,75F,151,f,a,n,c,0,1,0,0,0,,0,0
421,KL,E 4th St,4/24/21,Noon,Sunny,75F,152,m,a,n,e,0,1,0,0,0,,0,0
422,KL,E 4th St,4/24/21,Noon,Sunny,75F,153,m,a,n,c,0,0,0,1,0,,1,0
423,KL,E 4th St,4/24/21,Noon,Sunny,75F,154,m,a,n,c,0,1,0,0,0,,0,0
426,KL,E 4th St,4/24/21,Noon,Sunny,75F,157,f,a,n,c,0,1,0,0,0,,0,0
428,KL,E 4th St,4/24/21,Noon,Sunny,75F,159,m,a,n,c,0,1,0,0,0,,0,0
429,KL,E 4th St,4/24/21,Noon,Sunny,75F,160,m,a,n,e,0,1,0,0,0,,0,0
433,KL,E 4th St,4/24/21,Noon,Sunny,75F,164,m,a,n,w,1,0,0,0,0,,0,0
434,KL,E 4th St,4/24/21,Noon,Sunny,75F,165,m,a,n,e,0,1,0,0,0,,0,0
437,KL,E 4th St,4/24/21,Noon,Sunny,75F,168,m,a,n,c,0,0,0,1,0,,1,0
438,KL,E 4th St,4/24/21,Noon,Sunny,75F,169,f,a,n,w,1,0,0,0,0,,0,0
439,KL,E 4th St,4/24/21,Noon,Sunny,75F,170,m,a,n,dw,1,0,0,0,0,,0,0
440,KL,E 4th St,4/24/21,Noon,Sunny,75F,171,m,a,n,c,0,1,0,0,0,,0,0
441,KL,E 4th St,4/24/21,Noon,Sunny,75F,172,m,a,n,w,0,0,1,0,0,,1,0
442,KL,E 4th St,4/24/21,Noon,Sunny,75F,173,m,a,y,c,0,1,0,0,0,,0,0
443,KL,E 4th St,4/24/21,Noon,Sunny,75F,174,f,a,y,c,0,0,1,0,0,,1,0
444,KL,E 4th St,4/24/21,Noon,Sunny,75F,175,f,a,n,c,0,1,0,0,0,,0,0
445,KL,E 4th St,4/24/21,Noon,Sunny,75F,176,m,a,n,c,0,1,0,0,0,,0,0
447,KL,E 4th St,4/24/21,Noon,Sunny,75F,178,f,a,n,dw,1,0,0,0,0,,0,0
448,KL,E 4th St,4/24/21,Noon,Sunny,75F,179,m,a,y,c,0,1,0,0,0,,0,0
449,KL,E 4th St,4/24/21,Noon,Sunny,75F,180,f,a,y,c,0,1,0,0,0,,0,0
450,KL,E 4th St,4/24/21,Noon,Sunny,75F,181,f,a,n,c,0,1,0,0,0,,0,0
451,KL,E 4th St,4/24/21,Noon,Sunny,75F,182,m,a,n,e,0,1,0,0,0,,0,0
452,KL,E 4th St,4/24/21,Noon,Sunny,75F,183,m,a,y,c,0,0,0,1,0,,1,0
453,KL,E 4th St,4/24/21,Noon,Sunny,75F,184,m,a,y,c,0,0,0,1,0,,1,0
454,KL,E 4th St,4/24/21,Noon,Sunny,75F,185,m,a,y,c,0,0,0,1,0,,1,0
455,KL,E 4th St,4/24/21,Noon,Sunny,75F,186,f,a,y,c,0,1,0,0,0,,0,0
456,KL,E 4th St,4/24/21,Noon,Sunny,75F,187,m,a,y,c,0,1,0,0,0,,0,0
457,KL,E 4th St,4/24/21,Noon,Sunny,75F,188,m,a,n,e,0,1,0,0,0,,0,0
462,KL,E 4th St,4/24/21,Noon,Sunny,75F,193,f,a,y,w,0,1,0,0,0,,1,0
463,KL,E 4th St,4/24/21,Noon,Sunny,75F,194,m,a,n,c,0,1,0,0,0,,0,0
466,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,3,m,a,n,c,0,1,0,0,0,,0,0
467,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,4,f,a,n,w,1,0,0,0,0,,0,0
468,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,5,m,a,n,r,0,1,0,0,0,,1,0
469,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,6,f,a,y,w,1,0,0,0,0,,0,0
470,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,7,f,a,y,w,1,0,0,0,0,,0,0
471,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,8,m,a,n,dw,1,0,0,0,0,,0,0
472,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,9,f,a,y,w,1,0,0,0,0,,0,0
473,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,10,m,a,y,dw,1,0,0,0,0,,0,0
474,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,11,m,a,n,dw,1,0,0,0,0,,0,0
475,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,12,m,a,y,w,1,0,0,0,0,,0,0
476,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,13,m,a,y,w,1,0,0,0,0,,0,0
477,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,14,m,a,n,w,1,0,0,0,0,,0,0
479,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,16,m,a,n,e,0,0,0,1,0,,1,0
480,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,17,f,a,y,w,1,0,0,0,0,,0,0
481,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,18,f,a,y,w,1,0,0,0,0,,0,0
482,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,19,f,a,n,e,0,1,0,0,0,,0,0
483,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,20,m,a,n,c,0,1,0,0,0,,0,0
484,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,21,f,a,n,w,1,0,0,0,0,,0,0
485,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,22,m,a,n,w,1,0,0,0,0,,0,0
486,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,23,m,a,y,w,1,0,0,0,0,,0,0
487,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,24,m,a,y,w,1,0,0,0,0,,0,0
488,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,25,f,a,n,e,0,1,0,0,0,,0,0
492,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,29,f,a,n,e,0,1,0,0,0,,0,0
494,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,31,m,a,y,w,1,0,0,0,0,,0,0
495,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,32,m,a,y,w,1,0,0,0,0,,0,0
496,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,33,m,a,n,w,1,0,0,0,0,,0,0
497,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,34,m,a,n,w,1,0,0,0,0,,0,0
498,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,35,m,a,n,dw,1,0,0,0,0,,0,0
499,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,36,m,a,n,e,0,1,0,0,0,,0,0
500,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,37,m,a,n,e,0,0,1,0,0,,1,0
501,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,38,m,a,n,c,0,1,0,0,0,,0,0
502,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,39,m,a,n,w,1,0,0,0,0,,0,0
503,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,40,m,a,n,w,1,0,0,0,0,,0,0
504,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,41,m,a,n,w,1,0,0,0,0,,0,0
505,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,42,f,a,n,dw,1,0,0,0,0,,0,0
506,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,43,f,a,n,w,1,0,0,0,0,,0,0
507,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,44,m,a,n,w,1,0,0,0,0,,0,0
508,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,45,m,a,y,w,1,0,0,0,0,,0,0
509,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,46,m,a,y,w,1,0,0,0,0,,0,0
510,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,47,m,a,n,w,1,0,0,0,0,,0,0
511,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,48,m,a,n,c,0,1,0,0,0,,0,0
512,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,49,m,a,n,o,0,1,0,0,0,Skateboard,0,0
513,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,50,f,a,n,w,1,0,0,0,0,,0,0
514,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,51,f,a,n,w,1,0,0,0,0,,0,0
515,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,52,m,a,n,w,1,0,0,0,0,,0,0
517,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,54,m,a,n,w,1,0,0,0,0,,0,0
518,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,55,m,a,n,c,0,1,0,0,0,,0,0
519,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,56,m,a,n,w,1,0,0,0,0,,0,0
520,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,57,f,a,n,w,1,0,0,0,0,,0,0
521,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,58,f,a,y,w,1,0,0,0,0,,0,0
522,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,59,f,a,y,w,1,0,0,0,0,,0,0
523,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,60,f,a,n,e,0,1,0,0,0,,0,0
524,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,61,f,a,n,w,1,0,0,0,0,,0,0
525,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,62,m,a,n,c,0,1,0,0,0,,0,0
527,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,64,m,a,n,e,0,1,0,0,0,,0,0
528,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,65,f,a,y,w,1,0,0,0,0,,0,0
529,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,66,m,a,y,w,1,0,0,0,0,,0,0
530,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,67,m,a,y,w,1,0,0,0,0,,0,0
531,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,68,m,a,y,w,1,0,0,0,0,,0,0
532,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,69,m,a,y,w,1,0,0,0,0,,0,0
533,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,70,f,a,y,w,1,0,0,0,0,,0,0
534,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,71,m,a,n,w,1,0,0,0,0,,0,0
535,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,72,m,a,n,c,0,1,0,0,0,,0,0
536,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,73,m,a,n,w,1,0,0,0,0,,0,0
537,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,74,m,a,n,w,1,0,0,0,0,,0,0
538,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,75,f,a,n,r,0,0,1,0,0,,1,0
539,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,76,m,a,y,w,1,0,0,0,0,,0,0
540,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,77,m,a,y,w,1,0,0,0,0,,0,0
541,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,78,m,a,y,w,1,0,0,0,0,,0,0
542,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,79,f,a,n,w,1,0,0,0,0,,0,0
543,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,80,f,a,y,w,1,0,0,0,0,,0,0
544,KB,Rio Grande St,4/14/21,Noon,Cloudy,73F,81,f,a,y,w,1,0,0,0,0,,0,0
